,Demand,Mead.PE,Powell.PE,mean,median,min,max,Driest2yrAVG,Wettest2yrAVG,Driest5yrAVG,Wettest5yrAVG,Driest8yrAVG,Wettest8yrAVG,Driest10yrAVG,Wettest10yrAVG,Driest20yrAVG,Wettest20yrAVG,LowQ.MaxDur.SD,LowQ.Freq.SD,HighQ.MaxDur.SD,HighQ.Freq.SD,NonHighQ.MaxDur.SD,LowQ.AvgDur.SD,HighQ.AvgDur.SD,NonHighQ.AvgDur.SD,LowQ.MaxDur.hist,LowQ.Freq.hist,HighQ.MaxDur.hist,HighQ.Freq.hist,NonHighQ.MaxDur.hist,LowQ.AvgDur.hist,HighQ.AvgDur.hist,NonHighQ.AvgDur.hist,LowQ.MaxDur.ter,LowQ.Freq.ter,HighQ.MaxDur.ter,HighQ.Freq.ter,NonHighQ.MaxDur.ter,LowQ.AvgDur.ter,HighQ.AvgDur.ter,NonHighQ.AvgDur.ter,RolDef.Min.2yr,RolDef.Min.5yr,RolDef.Min.8yr,RolDef.Min.10yr,RolDef.Min.20yr,RolDef.Max.2yr,RolDef.Max.5yr,RolDef.Max.8yr,RolDef.Max.10yr,RolDef.Max.20yr
1,MAF,feet,feet,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,yrs,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF,MAF
